customer_key,customer_id,email,first_name,last_name,date_of_birth,gender,phone,country,region,state,city,postal_code,address_line1,address_line2,preferred_language,customer_status,registration_date,email_opt_in,sms_opt_in,push_opt_in,effective_date,expiry_date
45908,CUST00035294,customer35294@email.com,DASOXEV,Russo,1961-01-10,F,+32-871-4111,United Kingdom,North,Merseyside,Liverpool,50386,665 High Street,,Spanish,Active,2022-10-31,No,No,No,2024-07-21,
45909,CUST00035295,customer35295@email.com,Pilar,Bluebaker,1996-06-18,F,+49-322-3821,Germany,West,North Rhine-Westphalia,Cologne,25698,492 High Street,,French,Active,2023-06-04,Yes,No,Yes,2024-12-26,
45910,CUST00035296,customer35296@email.com,Leledo,Redhunter,1985-10-29,F,+46-636-3653  ,Italy,East,Veneto,Verona,21552,585 Main Street,,Italian,Active,2022-06-22,No,Yes,Yes,2022-07-04,
45911,CUST00035297,customer35297@email.com,Mazeve,Martinez,1960-06-05,M,+35-903-4889,,,West Midlands,,,,,,Active,2021-12-18,No,Yes,Yes,2021-12-18,2022-01-05
45912,CUST00035297,customer35297@email.com,Mazeve,Martinez,1960-06-05,M,,France,West,Pays de la Loire,,88592,,,German,Active,2021-12-18,No,Yes,No,2022-01-05,2022-02-03
45913,CUST00035297,customer35297@email.com,Mazeve,Martinez,1960-06-05,M,+35-903-4889,,West,Pays de la Loire,Nantes,,930 HIGH STREET,,,  Active,2021-12-18,Yes,Yes,Yes,2022-02-03,2022-05-24
45914,CUST00035297,customer35297@email.com,Mazeve,Martinez,1960-06-05,  M,+35-903-4889,United Kingdom,North,Merseyside,Liverpool,14615,449 High Street,Building D,German,Active,2021-12-18,Yes,No,Yes,2022-05-24,
45915,CUST00035298,customer35298@email.com,JennSen,DaBrown,1951-11-06,F,+46-295-5468,United Kingdom,East,Norfolk,Norwich,91770,161 High Street,,Italian  ,Active,2021-07-04,No,Yes,No,2021-12-22,
45916,CUST00035299,customer35299@email.com,HelgSen,DaTaylor,1951-03-15,Other,+49-603-2521,Spain,West,Community of Madrid,Madrid,  54360,204 high street,Building A,Spanish,Active,2024-05-15,Yes,Yes,Yes,2025-01-15,
45917,CUST00035300,customer35300@email.com,Note,DiSchmidt,1989-10-18,Other,+42-861-5490,United Kingdom,South,Greater London,London,72070,508 Main Street,,French,Active  ,2022-09-27,Yes,Yes,Yes,2023-04-27,
45918,CUST00035301,customer35301@email.com,Lajoh,Bluecooper,1969-04-01,M,+49-446-3078,Germany,North,Hamburg,Hamburg,72417,418 Main Street,,Italian,Active,2022-12-27,No,Yes,Yes,2023-04-15,
45919,CUST00035302,customer35302@email.com,Zewek,MacSmith,2005-01-06,F,+36-758-6532,France,West,Pays de la Loire,Nantes,82731,269 High Street,,Spanish,Active,2024-07-26,Yes,Yes,Yes,2024-10-18,
45920,CUST00035303,customer35303@email.com,Riye,VanMiller,1973-06-07,M,+43-378-1307,France,North,Ile-de-France,Paris,49445,,,  Italian,Active  ,2022-03-25,No,Yes,no,2023-09-11,
45921,CUST00035304,customer35304@email.com,Jennley,WestStone,1955-06-18,F,+46-202-9274,Germany,North,Bremen,Bremen,13225,45 High Street,building e,Spanish,Active,2021-03-26,No,No,No,2021-10-12,
45922,CUST00035305,customer35305@email.com,Gijadezi,DiJones,1993-10-28,Other,+45-863-9525,Germany,North,Schleswig-Holstein,Kiel,46853,333 Main Street,Building B,  Spanish,Active,2023-08-15,No,No,yes,2024-12-17,
45923,CUST00035306,customer35306@email.com,Petra,Bianchi,1957-12-27,Other,,France,,Provence-Alpes-Cote d Azur,Marseille,,,,,Active,2023-10-10,No,No,Yes,2023-10-10,2023-10-24
45924,CUST00035306,customer35306@email.com,Petra,Bianchi,1957-12-27,Other,+46-920-8760,,East,,,63450,,Apt 383,,  Active,2023-10-10,No,  Yes,Yes,2023-10-24,2023-11-14
45925,CUST00035306,customer35306@email.com,Petra,Bianchi,1957-12-27,Other,+46-920-8760,,East,Valencia,Valencia,63450,,Apt 383,Italian,Active,2023-10-10,Yes,yes,Yes,2023-11-14,2024-05-13
45926,CUST00035306,customer35306@email.com,Petra,Bianchi,1957-12-27,Other,+46-920-8760,Italy,North,Lombardy,Milan,63983,632 Main Street,,Italian,Active,2023-10-10,Yes,Yes,Yes,2024-05-13,
45927,CUST00035307,customer35307@email.com,RAXUCAVI,DeMiller,1978-11-29,M,+39-387-1451,Italy,West,Lazio,Rome,16136,989 High Street,Suite 256,  spanish,Active,2024-08-26,Yes,No,Yes,2024-09-13,
45928,CUST00035308,customer35308@email.com,Kijaluha,DaTaylor,1996-09-24,F,+49-394-5135,Spain,West,Castile and Leon,Salamanca,62979,51 High Street,Unit 165,French  ,Active,2021-03-25,No,yes,Yes,2023-02-25,
45929,CUST00035309,customer35309@email.com,Pijibaso,Graybaker,1979-11-15,F,+31-958-4664,Spain,South,Andalusia,Seville,22086,,,  Spanish,Active,2021-06-08,No,Yes,Yes,2021-10-11,
45930,CUST00035310,customer35310@email.com,Pilar,Colombo,2002-01-17,M,+46-810-7555,Spain,North,Basque Country,San Sebastian,79894,37 Main Street,,German,Active,2021-04-30,No,No,No,2022-07-10,
45931,CUST00035311,customer35311@email.com,JennLey,Bluehunter,1980-06-15,Other,+30-954-2418,France,South,Provence-Alpes-Cote d Azur,Marseille,52690,146 High Street,SUITE 85,German,active,2022-04-19,Yes,No,Yes,2023-05-01,
45932,CUST00035312,customer35312@email.com,Xanudi,NorthBerg,1995-08-24,Other,+47-437-6369,Germany,West,North Rhine-Westphalia,Cologne,90962,634 High Street,,  German,Active,2023-11-29,Yes,No  ,Yes,2024-09-01,
45933,CUST00035313,customer35313@email.com,Ziwura,WestFord,1975-07-03,Other,+30-670-6502,Germany,East,Berlin,Berlin,20485,401 High Street,Unit 356,English,Active,2021-05-24,Yes,Yes,No,2023-05-09,
45934,CUST00035314,customer35314@email.com,noma,VonMuller,1952-03-22,F,+48-580-5899,France,North,Hauts-de-France,Lille,90568,138 High Street,Building A,French,Active,2023-10-14,No,Yes,  No,2024-07-03,
45935,CUST00035315,customer35315@email.com,JameLey,DeDavis,1965-11-19,  Other,+45-467-4564,Germany,South,Bavaria,Munich,98768,415 High Street,Floor 10,English,Active,2021-06-01,No,Yes,Yes,2023-11-12,
45936,CUST00035316,customer35316@email.com,Cubawow,Delmuller,1978-12-30,F,+36-790-7224,France,East,Auvergne-Rhone-Alpes,Lyon,28931,325 High Street,,French,Active,2022-03-09,Yes,Yes,Yes,2023-09-17,
45937,CUST00035317,customer35317@email.com,Rosa,VonWilliams,1986-04-22,F,+38-629-9685,Italy,West,Lazio,Rome,29673,865 Main Street,Unit 485,German  ,Active  ,2024-12-01,No,Yes,No,2024-12-07,
45938,CUST00035318,customer35318@email.com,Kuxose,Gonzalez,1957-04-12,F,+35-531-7332,United Kingdom,East,Norfolk,Norwich,10777,132 High Street,,Spanish,Active,2022-03-13,No,Yes,Yes,2023-01-14,
45939,CUST00035319,customer35319@email.com,Gutole,OFischer,1979-05-15,M,+36-986-4570,Germany,North,Schleswig-Holstein,Kiel,16686,480 High Street,,Spanish,Active,2021-04-20,Yes,Yes,No,2023-07-30,
45940,CUST00035320,customer35320@email.com,Wiro,VONTAYLOR,1995-02-13,Other,+36-491-9397,Spain,South,Andalusia,Seville,54771,687 high street,Unit 360,Spanish,Active,2023-06-13,No,Yes,Yes,2024-01-04,
45941,CUST00035321,customer35321@email.com,PeteSen,Schneider  ,1973-08-06,M,+43-459-1579,Italy,West,Tuscany,Florence,57092,290 high street,Unit 312  ,Spanish,Active,2024-10-01,No,No,Yes,2024-12-22,
45942,CUST00035322,customer35322@email.com,Cobo,LaAnderson,1984-04-26,F,+46-893-5744,Italy,West,Lazio,Rome,47738,469 Main Street,,English,Active,2021-08-07,Yes,No,No,2024-03-09,
45943,CUST00035323,customer35323@email.com,Mujayo,DelWilson,1985-11-25,F,+45-318-2460,Italy,East,Emilia-Romagna,Bologna,32786,265 High Street,,Italian,Active,2023-05-05,Yes,Yes,Yes,2024-11-07,
45944,CUST00035324,customer35324@email.com,Ursula,RICCI,1994-08-11,F,+35-884-3892,Spain,East,Valencia,Valencia,27937,691 Main Street,Suite 170,French,Active,2022-01-22,No,No,No,2024-06-13,
45945,CUST00035325,customer35325@email.com,petesen  ,DaSchmidt,1965-06-23,M,+45-178-9320,France,South,Provence-Alpes-Cote d Azur,Nice,80031,13 Main Street,,Italian,Active,2024-09-18,Yes,Yes,  Yes,2024-11-23,
45946,CUST00035326,customer35326@email.com,Paja  ,DaDavis,2004-02-18,F,+30-995-5888,Italy,West,Tuscany,Florence,47796,,,,Active,2023-09-30,No,No  ,Yes,2023-11-17,2024-08-23
45947,CUST00035326,customer35326@email.com,Paja,DaDavis,2004-02-18,F,+30-995-5888,Italy,South,Sicily,Palermo,11412,360 Main Street,Apt 383,Italian,Active,2023-09-30,No,Yes,No,2024-08-23,
45948,CUST00035327,customer35327@email.com,HelgSen,LeWeber,2005-11-16,M,+47-449-7416,Spain,South,Andalusia,Seville,54870,64 Main Street,,Italian,active,2023-04-22,No,Yes,No,2023-12-25,
45949,CUST00035328,customer35328@email.com,JohnSen,Esposito,1984-08-25,M,  +38-609-7665,Spain,North,Basque Country,San Sebastian,56700,701 High Street,,Spanish,Active,2023-11-17,No,No,No,2025-01-11,
45950,CUST00035329,customer35329@email.com,Lokakil,VanJones,1964-01-20,M,+42-155-5578,Italy,West,Lazio,Rome,89462,220 Main Street,,Italian,  Active,2023-03-13,No,Yes,No  ,2023-04-22,
45951,CUST00035330,customer35330@email.com,  Risiza,Bluecooper,1952-09-01,F,+39-359-9836,Italy,South,Campania,Naples,74143,969 High Street,,GERMAN,Active,2024-05-08,Yes,Yes,No,2024-09-20,
45952,CUST00035331,customer35331@email.com,Himi,DelSchneider,2004-05-14,F,+31-159-3321,United Kingdom,West,West Midlands,Birmingham,24311,817 Main Street,Suite 46,English,Active,2022-01-14,Yes,No,No,2024-04-14,
45953,CUST00035332,customer35332@email.com,UrsuSen  ,Lawilliams,1969-10-16,Other,+33-600-5421,Spain,South,Andalusia,Seville,36535,936 Main Street,Building A  ,English,Active,2024-11-17,Yes,Yes  ,No,2025-01-15,
45954,CUST00035333,customer35333@email.com,Baveci,McTaylor,1977-04-12,  other,+45-253-9339,Italy,West,Lazio,Rome,93563,687 Main Street,,German,  Active,2024-02-05,No,Yes,No,2024-08-20,
45955,CUST00035334,customer35334@email.com,Robonudi,VanJones,1998-01-31,F,+37-637-4670,Germany,North,Bremen,Bremen,31993,164 Main Street,,French,Active,2024-06-06,No,No,No,2024-08-13,
45956,CUST00035335,customer35335@email.com,Bajohes,Osmith,1975-12-01,F,+38-507-6634,United Kingdom,West,Bristol,Bristol,69383,59 High Street,Unit 111,English,Active,2023-06-26,Yes,Yes,Yes,2023-06-27,
45957,CUST00035336,customer35336@email.com,  NOTE,DeSchneider,2004-07-20,M,+34-167-8604,Italy,West,Tuscany,Florence,73119  ,22 Main Street,Apt 100,  German,Active,2024-08-05,Yes,No,No  ,2024-08-17,
45958,CUST00035337,customer35337@email.com,Raxucavi,OWilliams,1982-01-26,F,+49-524-2095  ,Germany,West,North Rhine-Westphalia,Cologne,23041,85 Main Street,,French,ACTIVE,2022-12-29,Yes,No,No,2024-05-13,
45959,CUST00035338,customer35338@email.com,Kovo,Macschneider,1960-08-30,  M,+49-312-2105,United Kingdom,West,Bristol,Bristol,94110,,Suite 99,ITALIAN,Active,2022-10-03,No,No,Yes,2024-01-03,
45960,CUST00035339,customer35339@email.com,Riye,VanWilson,1986-04-15,Other,+37-878-8661,Italy,North,,Milan,,,,French,ACTIVE,2024-09-15,No,Yes,  No,2024-09-15,2024-09-19
45961,CUST00035339,customer35339@email.com,Riye,VanWilson,1986-04-15,Other,,,South,Campania,,27116,,,,Active,2024-09-15,Yes,No  ,No,2024-09-19,2024-11-17
45962,CUST00035339,customer35339@email.com,Riye,VanWilson,1986-04-15,Other,+37-878-8661,France,South,Provence-Alpes-Cote d Azur,Nice,51310,285 main street,,French,Active,2024-09-15,No,No,  No,2024-11-17,
45963,CUST00035340,customer35340@email.com,  Michel,DaJones,1996-09-02,F,+41-152-1938,Germany,West,North Rhine-Westphalia,Dusseldorf,41574,771 High Street,,French,Active,2022-05-12,No,yes,No,2023-10-18,
45964,CUST00035341,customer35341@email.com,Lasew,WestBrook,1975-09-27,M,+38-342-3981,Italy,North,Piedmont,Turin,48218,204 Main Street,Unit 342,Italian  ,Active,2024-02-13,Yes,  No,No,2024-07-15,
45965,CUST00035342,customer35342@email.com,Daju,DiDavis,1962-12-28,Other,+43-132-8410,France,North,Ile-de-France,Paris,20611,306 Main Street,Apt 87,German,Active,2022-09-19,Yes,No,Yes,2024-10-02,
45966,CUST00035343,customer35343@email.com,Kosori,DelJohnson,1980-07-10,Other,  +36-670-9858,Germany,North,Bremen,Bremen,16773,233 Main Street,,German,Active,2024-06-28,Yes,Yes,Yes,2024-07-28,
45967,CUST00035344,customer35344@email.com,MaryLey,MacSchmidt,1977-03-27,F,+47-233-3827,France,North,Ile-de-France,Paris,81621,,,Spanish,Active,2021-08-21,No,No,No,2021-10-09,
45968,CUST00035345,customer35345@email.com,GUXU,LaWilson,1996-01-09,F,,Italy,,Piedmont,Turin,,684 Main Street,,,Active  ,2022-07-08,No,Yes,No,2022-07-08,2022-07-20
45969,CUST00035345,customer35345@email.com,Guxu,LaWilson,1996-01-09,F,+40-721-6705,Spain,West,,Madrid,52462,,,german,Active,2022-07-08,No,No,Yes,2022-07-20,2024-07-08
45970,CUST00035345,customer35345@email.com,Guxu,LaWilson,1996-01-09,F,+40-721-6705  ,Italy,East,Emilia-Romagna,Bologna,66086,72 High Street,Apt 425,German,Active,2022-07-08,Yes,No,  No,2024-07-08,
45971,CUST00035346,customer35346@email.com,Marie  ,VanWilson,1991-09-11,M,+48-394-5050,Italy,South,Sicily,Palermo,25163,690 Main Street,Building E,Spanish,Active,2022-09-20,No,No,Yes,2025-01-07,
45972,CUST00035347,customer35347@email.com,Goxu,OMiller,1988-06-03,M,+32-661-5123,France,North,Ile-de-France,Paris,86743,411 Main Street,FLOOR 7,English,Active,2022-08-04,No,No,YES,2023-05-30,
45973,CUST00035348,customer35348@email.com,Peter,LeWeber,1981-09-16,Other,+45-529-5780,United Kingdom,North,Greater Manchester,Manchester,17422,699 Main Street,,German,Active,2021-01-23,No,Yes,Yes,2021-07-03,
45974,CUST00035349,customer35349@email.com,Wewege,MacAnderson,1990-09-04,F,+33-607-3395,United Kingdom,East,Norfolk,Norwich,91595,831 Main Street,,Italian,Active,2023-11-12,No,Yes  ,yes,2024-05-06,
45975,CUST00035350,customer35350@email.com,Yujekoy,MacSchmidt,1955-08-13,Other  ,+46-216-2971,Germany,East,Berlin,Berlin,66343,681 Main Street,,Italian,Active,2022-11-09,Yes,Yes,No,2024-06-21,
45976,CUST00035351,customer35351@email.com,Wako,LaWilliams,1987-05-04,F,+31-488-5208,Germany,South,Baden-Wurttemberg,Stuttgart,90717,200 High Street,building e,ITALIAN,Active,2024-12-31,Yes,Yes,Yes,2025-01-08,
45977,CUST00035352,customer35352@email.com,Isabel,DeMiller,1997-05-16,M,+46-532-8361,United Kingdom,East,Norfolk,Norwich,96736,731 High Street,,spanish,Active,2023-09-24,No,  Yes,No,2024-08-16,
45978,CUST00035353,customer35353@email.com,Toruv,WestHill,1975-07-22,M,,,,,Paris,58855,365 Main Street,Apt 358,,Active  ,2023-06-20,Yes,yes,No,2023-06-20,2023-07-21
45979,CUST00035353,customer35353@email.com,Toruv,WestHill,1975-07-22,M,+48-420-4993,Italy,North,Lombardy,Milan,81857,232 Main Street,,Italian,Active,2023-06-20,No,No,Yes,2023-07-21,2024-03-02
45980,CUST00035353,customer35353@email.com,Toruv,WestHill,1975-07-22,M,+48-420-4993,Italy,North,Lombardy,Milan,81857,232 Main Street,,Italian,Active,2023-06-20,No,Yes,No,2024-03-02,
45981,CUST00035354,customer35354@email.com,Bugiy,VanWilson,1984-04-09,M,,,North,Veneto,,,,,French,Active,2023-08-19,No,No,Yes,2023-08-19,2023-08-29
45982,CUST00035354,customer35354@email.com,Bugiy,VanWilson,1984-04-09,M,,Italy,North,Veneto,,,,,French,Active,2023-08-19,No,No,Yes,2023-08-29,2023-09-27
45983,CUST00035354,customer35354@email.com,Bugiy,VanWilson,1984-04-09,M,,Italy,North,Veneto,Venice,,749 main street,,French,Active,2023-08-19,Yes,Yes,No,2023-09-27,2024-02-18
45984,CUST00035354,customer35354@email.com,  Bugiy,VanWilson,1984-04-09,M,+48-773-3702,France,South,Provence-Alpes-Cote d Azur,Marseille,64487,306 Main Street,Unit 360,French,Active,2023-08-19,Yes,No,No,2024-02-18,
45985,CUST00035355,customer35355@email.com,Zepa,  MacMuller,1981-05-27,Other,+34-786-5122,France,South,Provence-Alpes-Cote d Azur,Marseille,96042,466 Main Street,,French,Active,2022-10-12,Yes,Yes,No,2023-03-23,
45986,CUST00035356,customer35356@email.com,Cagu,DiWilson,1979-07-19,F,+46-662-1509,France,West,Nouvelle-Aquitaine,Bordeaux,35830,977 Main Street,,French,Active,2023-07-22,No,YES,Yes,2024-03-03,
45987,CUST00035357,customer35357@email.com,Dawegir,DiAnderson,2025-05-02,M,+43-915-1991,Spain,South,Andalusia,Seville,23462,265 High Street  ,,English,Active,2024-08-24,Yes,No,No,2025-01-12,
45988,CUST00035358,customer35358@email.com,Sedeyesa,OTaylor,1954-04-18,M,+46-755-9363,United Kingdom,North,Greater Manchester,Manchester,54307,990 High Street,,Spanish,Active  ,2024-03-08,Yes,Yes,  No,2024-06-16,
45989,CUST00035359,customer35359@email.com,Nababa,LaJones,1960-02-06,Other,+44-572-3044,France,North,Ile-de-France,Paris,87997,100 Main Street,,French,Active,2023-01-27,Yes,Yes,No,2024-02-16,
45990,CUST00035360,customer35360@email.com,Rija,NorthBerg,1992-12-21,Other,+42-479-8669,Spain,North,Basque Country,San Sebastian,81238,869 Main Street,APT 124,Italian,Active  ,2022-02-02,No,Yes,Yes,2024-02-28,
45991,CUST00035361,customer35361@email.com,Michael,VanWilson,1995-07-01,Other,+38-409-2491,Spain,West,Castile and Leon,Salamanca,50462,775 High Street,FLOOR 20,German,Active,2021-04-02,No,Yes,Yes,2023-09-02,
45992,CUST00035362,customer35362@email.com,Jozese,Redcooper,1959-03-17,Other,+47-376-3175,Germany,North,Schleswig-Holstein,Kiel,13270,336 Main Street,,German,Active,2024-08-16,Yes,No,No,2024-12-05,
45993,CUST00035363,customer35363@email.com,Banoser,LeWilson,1964-06-01,F,+45-210-9494,Spain,South,Andalusia,Seville,53190,623 Main Street,Floor 5,Spanish  ,Active,2022-10-06,No,No,No,2024-05-13,
45994,CUST00035364,customer35364@email.com,Yeburac,McAnderson,1962-06-11,M,,Italy,,Sicily,,25168,,,,Active,2022-12-15,No,Yes,  Yes,2022-12-15,2023-01-11
45995,CUST00035364,customer35364@email.com,Yeburac,Mcanderson,1962-06-11,M,+35-211-4467,Spain,South,,Seville,61779,963 Main Street,,,Active,2022-12-15,No,Yes,No  ,2023-01-11,2023-01-26
45996,CUST00035364,customer35364@email.com,Yeburac,  McAnderson,1962-06-11,M,+35-211-4467,Spain,South,Andalusia,Seville,61779,963 Main Street,,ITALIAN,Active,2022-12-15,No,Yes,Yes,2023-01-26,
45997,CUST00035365,customer35365@email.com,HelgTon,Brown,1967-12-26,M,+42-700-6513,Spain,East,Valencia,Valencia,87221,300 High Street,Building E,French,Active,2024-06-05,No,Yes,Yes,2024-11-22,
45998,CUST00035366,customer35366@email.com,Yuya,DelAnderson,1991-07-24,F,+30-908-4542,Italy,East,Emilia-Romagna,Bologna,28582,267 High Street,,Italian,Active,2022-08-05,No,  yes,Yes,2024-09-09,
45999,CUST00035367,customer35367@email.com,Sewarema,DiWilliams,2005-08-19,  M,+33-340-9486,United Kingdom,East,Norfolk,Norwich,72429,415 High Street,,French,Active,2022-12-08,Yes,Yes,Yes,2023-08-19,
46000,CUST00035368,customer35368@email.com,Piwiju,MacDavis,1974-06-19,Other,+40-218-1056,United Kingdom,South,Greater London,London,84060,893 Main Street,  Unit 121,spanish,Active,2021-09-16,Yes,No,Yes,2024-04-27,
46001,CUST00035369,customer35369@email.com,Meguri,  Redfisher,2003-05-24,Other,+35-740-1762,France,West,Pays de la Loire,Nantes,76012,83 Main Street,,French,  Active,2021-01-26,Yes,No,Yes,2022-09-20,
46002,CUST00035370,customer35370@email.com,Gihacuji,LaAnderson,1981-11-09,Other,+43-466-9296,Italy,South,Sicily,Palermo,90194,981 High Street,,  English,Active,2022-12-05,Yes,Yes,No,2024-02-24,
46003,CUST00035371,customer35371@email.com,Zugus,Goldhunter,1982-06-07,F,+37-164-4368,Spain,West,Castile and Leon,Salamanca,81952,733 Main Street,,Italian,Active,2023-12-13,Yes,Yes,Yes,2024-02-20,
46004,CUST00035372,customer35372@email.com,Pilipuy,Bluebaker,1988-09-17,Other,+36-723-3985,Germany,North,Schleswig-Holstein,Kiel,76227,555 Main Street  ,Floor 11,French,Active,2024-07-05,No,No,Yes,2025-01-11,
46005,CUST00035373,customer35373@email.com,Nokog,Rossi,1997-12-21,Other,+31-856-4431,Spain,North,Basque Country,Bilbao,72713,579 Main Street,,English,Active,2022-12-11,Yes,Yes,No,2023-10-01,
46006,CUST00035374,customer35374@email.com,JohnTon,Greenbaker,1959-06-07,F,+48-140-5888,France,North,Hauts-de-France,Lille,90566,581 High Street,Floor 6,Spanish,Active,2022-07-02,No,Yes,No,2024-08-08,
46007,CUST00035375,customer35375@email.com,Bohic,WestLake,2001-02-07,F,+34-272-9545,Spain,West,Castile and Leon,Salamanca,40675,574 Main Street,,Spanish,Active,2022-06-29,Yes,Yes,No,2022-08-25,
46008,CUST00035376,customer35376@email.com,Dasoxev,Marino,1986-05-14,M  ,+37-533-2452,United Kingdom,South,Greater London,London,27863,315 High Street,,Spanish,Active,2024-06-21,Yes,No,Yes,2024-08-10,
46009,CUST00035377,customer35377@email.com,Himi,greco,2005-06-20,F,+32-672-9743  ,Italy,North,Piedmont,Turin,20369,262 High Street,,Spanish,Active,2024-04-20,No,No,No,2024-08-19,
46010,CUST00035378,customer35378@email.com,Medun,McBrown,1956-08-26,F,+44-530-2373,Germany,South,Baden-Wurttemberg,Stuttgart,52301,710 Main Street,SUITE 66,French,Active,2023-03-17,Yes,No,No,2024-05-13,
46011,CUST00035379,customer35379@email.com,Hejicujo,DiSchmidt,1971-11-01,Other,+47-198-3508,France,South,Provence-Alpes-Cote d Azur,Nice,78895,173 main street,Apt 462,German,Active,2021-03-28,Yes,No,No,2021-08-13,
46012,CUST00035380,customer35380@email.com,Kazo,  Moreau,1968-04-08,F,+32-259-6831,United Kingdom,North,,,56945,584 Main Street,,Italian,ACTIVE,2022-03-15,Yes,Yes,Yes,2022-03-15,2022-04-12
46013,CUST00035380,customer35380@email.com,Kazo,Moreau,1968-04-08,F,+32-259-6831,France,East,Grand Est,,41656,970 Main Street,Unit 13,,active,2022-03-15,No,Yes,  No,2022-04-12,2022-11-19
46014,CUST00035380,customer35380@email.com,Kazo,Moreau,1968-04-08,F,+32-259-6831,France,East,Grand Est,Strasbourg,41656,970 MAIN STREET,Unit 13,Italian,Active,2022-03-15,No,Yes,  Yes,2022-11-19,
46015,CUST00035381,customer35381@email.com,Kuzi,Miller,1957-10-12,Other,+39-571-6228,France,North,Hauts-de-France,Lille,  16317,191 Main Street,Unit 18,Italian,Active,2021-12-21,Yes,no,No,2024-03-08,
46016,CUST00035382,customer35382@email.com,Dacemiti,DiFischer,1955-04-27,Other,+47-398-1492,United Kingdom,West,West Midlands,Birmingham,82876,,,French,ACTIVE,2022-06-17,Yes,Yes,Yes,2023-01-29,
46017,CUST00035383,customer35383@email.com,Zusu,EastWood,1970-06-09,F,,France,West,,Nantes,16031,,,,Active,2024-05-04,Yes,Yes,No,2024-05-04,2024-05-08
46018,CUST00035383,customer35383@email.com,Zusu,EastWood,1970-06-09,F,,France,,Pays de la Loire,Nantes,16031,25 High Street,,,Active,2024-05-04,Yes,Yes,YES,2024-05-08,2024-08-06
46019,CUST00035383,customer35383@email.com,Zusu,EastWood,1970-06-09,F,+32-547-6908,Germany,East,Berlin,Berlin,84142,601 High Street,,Spanish,Active,2024-05-04,No,Yes,No,2024-08-06,
46020,CUST00035384,customer35384@email.com,Wako,Desmith,1995-03-30,F,+30-912-8325,Spain,West,Castile and Leon,Salamanca,30805,943 High Street,Building E,Spanish,Active,2024-10-04,No,No,Yes,2024-12-10,
46021,CUST00035385,customer35385@email.com,Giuseppe,Wagner,1994-11-22,Other,+30-384-4105,Italy,East,Veneto,Verona,78825,645 High Street,Suite 276,Italian,Active,2023-12-09,Yes,No,No,2024-11-24,
46022,CUST00035386,customer35386@email.com,JameSon,DelJones,1974-04-15,Other,+45-346-6072,United Kingdom,East,Cambridgeshire,Cambridge,96026,33 Main Street  ,,French,Active,2022-10-24,Yes,No,Yes,2023-12-13,
46023,CUST00035387,customer35387@email.com,Gewinaz,  Jones,1951-08-01,F,+41-981-7386,Italy,North,Veneto,Venice,53941,34 Main Street,,English,Active,2024-12-29,No,No,Yes,2025-01-06,
46024,CUST00035388,customer35388@email.com,Klauley,Silvercooper,1992-10-19,Other,  +47-533-7943,Spain,South,Andalusia,Malaga,51163,882 Main Street,,  French,Active,2022-05-13,No,no,Yes  ,2022-11-25,
46025,CUST00035389,customer35389@email.com,Gatog,ODavis,2002-05-08,M,+46-565-9025,United Kingdom,South,East Sussex,Brighton,43092,784 High Street,Suite 141,French,Active,2023-07-02,No,Yes,No,2023-10-09,
46026,CUST00035390,customer35390@email.com,Xevax,DiSchmidt  ,1956-01-21,M,+38-685-5917,United Kingdom,North,Merseyside,Liverpool,81801,292 Main Street,,ITALIAN,Active,2023-04-15,No,No,No,2024-04-21,
46027,CUST00035391,customer35391@email.com,Xeloc,Goldbaker,1951-11-08,F,+48-885-7014,Spain,East,Valencia,Valencia,22542,164 Main Street,,Spanish,Active,2023-07-13,Yes,No,Yes,2024-05-11,
46028,CUST00035392,customer35392@email.com,Gipurex,Anderson,1959-01-11,Other  ,+32-497-8380,Italy,East,Emilia-Romagna,Bologna,37524,,Building A,Spanish,Active,2024-03-19,Yes,No,Yes,2024-07-22,
46029,CUST00035393,customer35393@email.com,Notolecu,VonSchneider,1976-11-03,M,+40-430-3533,United Kingdom,West,West Midlands,Birmingham,10264,794 Main Street,,English,Active,2021-02-07,No,Yes,No,2023-08-13,
46030,CUST00035394,customer35394@email.com,Maria,DeDavis,1966-04-04,M,+48-390-1903,United Kingdom,South,East Sussex,Brighton,51426,354 Main Street,Suite 196,Spanish,Active,2023-12-30,Yes,No,  Yes,2024-12-09,
46031,CUST00035395,customer35395@email.com,Bepobi,LeWilson,1968-08-06,OTHER,+43-967-6600  ,United Kingdom,North,Merseyside,Liverpool,  25744,764 Main Street,,French,Active  ,2024-09-12,Yes,Yes,  Yes,2024-11-16,
46032,CUST00035396,customer35396@email.com,Wuwitalu,DelSmith,1975-01-24,Other  ,,United Kingdom,,Merseyside,,,144 Main Street,,German,Active,2022-04-16,Yes,Yes,  Yes,2022-04-16,2022-05-13
46033,CUST00035396,customer35396@email.com,Wuwitalu,DelSmith,1975-01-24,Other,+34-817-6423,United Kingdom,,,Liverpool,,144 Main Street,,German,Active,2022-04-16,Yes,No,Yes,2022-05-13,2023-02-04
46034,CUST00035396,customer35396@email.com,Wuwitalu,DELSMITH,1975-01-24,Other,+34-817-6423,United Kingdom,,Merseyside,Liverpool,46162,,,,Active,2022-04-16,Yes,Yes,No,2023-02-04,2024-04-08
46035,CUST00035396,customer35396@email.com,Wuwitalu,DelSmith,1975-01-24,Other,+34-817-6423,United Kingdom,North,Merseyside,Liverpool,46162,144 Main Street,,German,active,2022-04-16,Yes,No,Yes,2024-04-08,
